track_name,artists_names,principal_artist_name,artist_genres,popularity,year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_min,genre_label,cluster
pick up the phone,Young Thug;Travis Scott,Young Thug,atl hip hop;atl trap;gangster rap;melodic rap;rap;trap,71,2016,0.706,0.716,0.459,0.115,0.0,0.0768,136.904,-4.263,4.204366666666667,Hip Hop,2
Redemption,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,69,2016,0.694,0.314,0.341,0.611,2.07e-06,0.116,119.905,-7.82,5.565766666666667,Hip Hop,0
Death of a Bachelor,Panic! At The Disco,Panic! At The Disco,pop,69,2016,0.462,0.538,0.405,0.0137,0.0,0.059,139.256,-5.527,3.391766666666667,Pop,2
Flatliner (feat. Dierks Bentley),Cole Swindell;Dierks Bentley,Cole Swindell,contemporary country;country;country road;modern country rock,69,2016,0.555,0.896,0.578,0.00434,0.0,0.0388,114.995,-3.295,2.9511,Country,2
Love Myself,Hailee Steinfeld,Hailee Steinfeld,pop,72,2016,0.617,0.759,0.324,0.0026,0.0,0.0678,122.924,-6.785,3.646216666666667,Pop,2
Champion of Death,$uicideboy$;Getter,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,69,2016,0.818,0.897,0.381,0.17,0.00306,0.0438,119.994,-2.145,1.935233333333333,Hip Hop,2
2 Phones,Kevin Gates,Kevin Gates,baton rouge rap;rap;southern hip hop;trap,70,2016,0.895,0.681,0.554,0.157,0.0,0.358,121.918,-5.267,4.0,Hip Hop,1
Married To The Game,Future,Future,atl hip hop;hip hop;rap;southern hip hop;trap,70,2016,0.827,0.544,0.175,0.0799,1.97e-06,0.05,143.014,-5.686,2.167283333333333,Hip Hop,2
You Should Be Here,Cole Swindell,Cole Swindell,contemporary country;country;country road;modern country rock,68,2016,0.489,0.641,0.303,0.0592,0.0,0.0282,136.095,-4.455,3.16955,Country,2
Victorious,Panic! At The Disco,Panic! At The Disco,pop,70,2016,0.57,0.865,0.691,0.00205,0.0,0.0472,110.01,-4.518,2.976666666666667,Pop,2
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper;Lil Wayne;2 Chainz,Chance the Rapper,chicago rap;conscious hip hop;hip hop;pop rap;rap,69,2016,0.652,0.795,0.788,0.156,0.0,0.174,135.018,-5.192,5.076766666666667,Hip Hop,2
G.O.A.T.,Eric Bellinger;Aroc!,Eric Bellinger,pop r&b;r&b,71,2016,0.467,0.636,0.419,0.0232,0.0,0.201,135.014,-6.96,3.08175,R&B,2
Sidewalks,The Weeknd;Kendrick Lamar,The Weeknd,canadian contemporary r&b;canadian pop;pop,75,2016,0.542,0.72,0.623,0.147,0.0,0.0628,149.828,-5.136,3.856,R&B,2
Nikes,Frank Ocean,Frank Ocean,lgbtq+ hip hop;neo soul,73,2016,0.633,0.395,0.123,0.692,0.000222,0.0857,138.023,-9.638,5.234583333333333,Hip Hop,0
Angela,The Lumineers,The Lumineers,folk-pop;modern rock;stomp and holler,67,2016,0.668,0.563,0.289,0.649,0.000347,0.0305,130.366,-8.23,3.363083333333333,K-Pop,0
beibs in the trap,Travis Scott,Travis Scott,hip hop;rap;slap house,71,2016,0.743,0.571,0.495,0.24,0.0,0.145,119.054,-6.054,3.564383333333333,Hip Hop,1
Wat's Wrong (feat. Zacari & Kendrick Lamar),Isaiah Rashad;Zacari;Kendrick Lamar,Isaiah Rashad,hip hop;rap;tennessee hip hop;underground hip hop,69,2016,0.706,0.688,0.313,0.151,0.0,0.269,125.966,-6.357,5.51305,Hip Hop,1
All Night (feat. Knox Fortune),Chance the Rapper;Knox Fortune,Chance the Rapper,chicago rap;conscious hip hop;hip hop;pop rap;rap,68,2016,0.704,0.777,0.392,0.0358,0.0,0.195,111.921,-5.729,2.359033333333334,Hip Hop,1
She's Mine Pt. 1,J. Cole,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,68,2016,0.439,0.204,0.0408,0.766,0.0913,0.0587,139.652,-15.165,3.484666666666667,Hip Hop,0
Emperor's New Clothes,Panic! At The Disco,Panic! At The Disco,pop,70,2016,0.562,0.904,0.651,0.00302,0.0,0.0807,94.481,-4.947,2.644433333333333,Pop,2
I Feel It Coming,The Weeknd;Daft Punk,The Weeknd,canadian contemporary r&b;canadian pop;pop,76,2016,0.773,0.819,0.585,0.426,0.0,0.118,92.99,-5.946,4.486433333333333,R&B,1
How Far I'll Go - Alessia Cara Version,Alessia Cara,Alessia Cara,canadian contemporary r&b;canadian pop;pop,67,2016,0.31,0.54,0.148,0.163,0.000129,0.346,180.994,-9.629,2.9251,R&B,0
Stay A Little Longer,Brothers Osborne,Brothers Osborne,contemporary country;country;country road;modern country rock;modern southern rock,67,2016,0.557,0.886,0.545,0.0377,0.108,0.0302,96.989,-5.356,5.591333333333333,Country,2
absolute in doubt,Lil Peep;Wicca Phase Springs Eternal,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,70,2016,0.732,0.651,0.262,0.0247,0.0,0.0477,138.022,-7.576,3.784433333333333,Hip Hop,2
Gym Class,Lil Peep,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,70,2016,0.62,0.347,0.0753,0.504,0.00421,0.0705,75.517,-13.292,3.616666666666667,Hip Hop,0
It Ain't My Fault,Brothers Osborne,Brothers Osborne,contemporary country;country;country road;modern country rock;modern southern rock,67,2016,0.735,0.831,0.756,0.00166,0.217,0.0332,123.017,-5.898,3.613333333333333,Country,2
Saint Pablo,Kanye West,Kanye West,chicago rap;hip hop;rap,72,2016,0.461,0.772,0.414,0.282,0.0,0.375,167.018,-3.98,6.201883333333333,Hip Hop,2
YOU'RE THE ONE,KAYTRANADA;Syd,KAYTRANADA,alternative r&b;escape room;indie soul;lgbtq+ hip hop,72,2016,0.824,0.396,0.253,0.0323,0.00286,0.332,118.048,-9.663,3.7951,Hip Hop,1
BOOMBAYAH,BLACKPINK,BLACKPINK,k-pop;k-pop girl group;pop,79,2016,0.661,0.836,0.396,0.00268,0.0,0.059,124.952,-3.164,4.013216666666667,K-Pop,2
Seigfried,Frank Ocean,Frank Ocean,lgbtq+ hip hop;neo soul,70,2016,0.377,0.253,0.367,0.975,0.000259,0.0387,125.403,-11.155,5.576166666666666,Hip Hop,0
4 Your Eyez Only,J. Cole,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,68,2016,0.701,0.485,0.496,0.367,6.31e-05,0.364,78.863,-10.305,8.83755,Hip Hop,1
pick up the phone,Young Thug;Travis Scott,Young Thug,atl hip hop;atl trap;gangster rap;melodic rap;rap;trap,71,2016,0.711,0.739,0.43,0.114,0.0,0.129,136.919,-3.804,4.204266666666666,Hip Hop,2
From the Ground Up,Dan + Shay,Dan + Shay,contemporary country;country;country road,67,2016,0.281,0.58,0.282,0.333,0.0,0.0323,151.568,-5.967,4.232216666666667,Country,2
waves - Tame Impala Remix,Miguel;Tame Impala,Miguel,r&b,68,2016,0.529,0.894,0.543,0.308,5.38e-06,0.0412,108.024,-3.599,4.222433333333333,R&B,2
Hurricane,The Band Of Heathens,The Band Of Heathens,austin americana;classic texas country;modern southern rock,66,2016,0.362,0.421,0.356,0.39,0.0,0.0437,64.763,-8.824,5.32045,Country,0
Kickin’ Back,Mila J,Mila J,hip pop;r&b;trap queen,70,2016,0.703,0.669,0.546,0.31,0.0,0.0648,115.139,-7.002,3.3739,R&B,2
Don't Threaten Me with a Good Time,Panic! At The Disco,Panic! At The Disco,pop,69,2016,0.559,0.895,0.59,0.0154,0.0,0.0832,183.825,-4.476,3.55155,Pop,2
Solo,Frank Ocean,Frank Ocean,lgbtq+ hip hop;neo soul,70,2016,0.469,0.289,0.258,0.85,2.48e-06,0.0366,133.805,-10.625,4.289666666666666,Hip Hop,0
She Don't (feat. Ty Dolla $Ign),Ella Mai;Ty Dolla $ign,Ella Mai,r&b;rap;uk contemporary r&b,70,2016,0.649,0.478,0.151,0.274,0.0,0.0481,99.967,-7.503,4.401616666666667,R&B,0
right here,Lil Peep;Horse Head,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,72,2016,0.604,0.715,0.212,0.000425,7.78e-06,0.0312,110.026,-7.118,2.948433333333333,Hip Hop,2
I Know She Ain't Ready,Luke Combs,Luke Combs,contemporary country;country,68,2016,0.477,0.728,0.613,0.0449,0.0,0.0337,162.084,-5.975,3.0791,Country,2
No One Knows,Brent Faiyaz,Brent Faiyaz,r&b;rap,69,2016,0.6,0.619,0.308,0.36,4.31e-05,0.202,103.908,-9.709,4.520766666666667,R&B,0
OMFG,Lil Peep,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,69,2016,0.576,0.702,0.458,0.24,1.82e-06,0.0534,146.122,-5.968,3.29755,Hip Hop,2
lil jeep,Lil Peep,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,69,2016,0.748,0.355,0.115,0.0209,1.65e-05,0.121,78.021,-6.544,3.383766666666667,Hip Hop,0
A Guy with a Girl,Blake Shelton,Blake Shelton,classic oklahoma country;contemporary country;country;country road,66,2016,0.552,0.893,0.777,0.0158,0.0,0.0383,163.948,-4.593,3.157766666666667,Country,2
hellboy,Lil Peep,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,69,2016,0.598,0.683,0.122,0.0152,0.0,0.054,135.982,-6.588,2.952666666666667,Hip Hop,2
Red Opps,21 Savage,21 Savage,atl hip hop;hip hop;rap;trap,65,2016,0.703,0.709,0.569,0.00908,0.0,0.402,140.998,-6.452,2.722333333333333,Hip Hop,1
Ps & Qs,Lil Uzi Vert,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,66,2016,0.522,0.428,0.399,0.235,2.35e-06,0.143,129.829,-11.332,3.6923,Hip Hop,0
La Gozadera (feat. Marc Anthony),Gente De Zona;Marc Anthony,Gente De Zona,cubaton;electro latino;latin hip hop;latin pop,76,2016,0.616,0.989,0.902,0.166,0.0,0.0483,95.036,-1.698,3.386,Hip Hop,2
Do What I Want,Lil Uzi Vert,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,66,2016,0.681,0.701,0.398,0.106,0.0,0.0767,139.952,-6.336,2.92005,Hip Hop,2
One Night,Lil Yachty,Lil Yachty,atl hip hop;melodic rap;rap;trap,66,2016,0.764,0.475,0.34,0.345,0.0,0.114,129.974,-12.618,4.054483333333334,Hip Hop,0
Where The Skies Are Blue,The Lumineers,The Lumineers,folk-pop;modern rock;stomp and holler,64,2016,0.569,0.477,0.552,0.861,0.000485,0.0277,132.423,-6.577,2.335333333333333,K-Pop,0
Thumbs,Sabrina Carpenter,Sabrina Carpenter,pop,72,2016,0.73,0.718,0.127,0.0284,0.0,0.0478,135.045,-3.496,3.607766666666667,Pop,2
Let Me Love You,Ariana Grande;Lil Wayne,Ariana Grande,pop,65,2016,0.527,0.435,0.0781,0.0295,0.0,0.129,102.698,-8.363,3.730883333333333,Pop,0
Let Me Explain,Bryson Tiller,Bryson Tiller,kentucky hip hop;r&b;rap,67,2016,0.809,0.504,0.525,0.00156,0.0,0.15,120.065,-3.201,3.732816666666666,Hip Hop,1
Pt. 2,Kanye West,Kanye West,chicago rap;hip hop;rap,69,2016,0.674,0.752,0.236,0.552,0.0,0.333,145.076,-4.073,2.17155,Hip Hop,1
Time for That,Kevin Gates,Kevin Gates,baton rouge rap;rap;southern hip hop;trap,64,2016,0.823,0.617,0.304,0.0465,0.0,0.248,110.007,-8.21,3.474,Hip Hop,1
nineteen,Lil Peep,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,69,2016,0.569,0.623,0.297,0.00845,0.000557,0.0458,132.028,-7.011,2.950666666666667,Hip Hop,2
Sorry,Beyoncé,Beyoncé,pop;r&b,69,2016,0.775,0.598,0.356,0.00175,4.44e-06,0.0535,129.988,-7.274,3.876,R&B,2
Everyday,Ariana Grande;Future,Ariana Grande,pop,66,2016,0.637,0.733,0.431,0.0149,0.0,0.0563,131.004,-4.413,3.247333333333333,Pop,2
Change,J. Cole,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,68,2016,0.74,0.523,0.235,0.666,0.00142,0.233,97.063,-10.753,5.524666666666667,Hip Hop,0
Any Ol' Barstool,Jason Aldean,Jason Aldean,contemporary country;country;country road;modern country rock,64,2016,0.536,0.722,0.499,0.312,0.0,0.0284,143.78,-4.163,3.388216666666667,Country,2
Sheriff You Want To,Luke Combs,Luke Combs,contemporary country;country,66,2016,0.659,0.664,0.621,0.0897,0.0,0.0282,151.996,-7.741,3.685333333333333,Country,2
cobain,Lil Peep;Lil Tracy,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,69,2016,0.609,0.661,0.435,0.0151,0.0,0.0417,141.981,-7.179,2.502666666666667,Hip Hop,2
Warm Up,NF,NF,hip hop;pop rap,67,2016,0.588,0.474,0.108,0.144,0.0,0.141,127.986,-7.206,3.008433333333334,Hip Hop,0
She's Mine Pt. 2,J. Cole,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,66,2016,0.486,0.194,0.048,0.798,0.00624,0.0712,70.031,-15.265,4.648666666666666,Hip Hop,0
Silkk da Shocka (feat. Syd),Isaiah Rashad;Syd,Isaiah Rashad,hip hop;rap;tennessee hip hop;underground hip hop,67,2016,0.59,0.602,0.72,0.577,6.59e-06,0.413,121.986,-8.195,2.7681,Hip Hop,1
Location,Playboi Carti,Playboi Carti,atl hip hop;plugg;pluggnb;rage rap;rap,81,2017,0.717,0.79,0.371,0.33,0.000125,0.2,125.985,-4.213,2.81305,Hip Hop,2
Get You (feat. Kali Uchis),Daniel Caesar;Kali Uchis,Daniel Caesar,canadian contemporary r&b,84,2017,0.658,0.294,0.358,0.422,5.2e-05,0.0321,74.038,-8.533,4.636316666666667,R&B,0
Passionfruit,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,87,2017,0.809,0.463,0.364,0.256,0.085,0.0396,111.98,-11.377,4.982333333333333,Hip Hop,0
Getaway Car,Taylor Swift,Taylor Swift,pop,88,2017,0.562,0.689,0.351,0.00465,2.23e-06,0.127,172.054,-6.745,3.893766666666667,Pop,2
Fuck Love (feat. Trippie Redd),XXXTENTACION;Trippie Redd,XXXTENTACION,emo rap;miami hip hop,83,2017,0.797,0.533,0.329,0.0172,0.000152,0.0412,131.036,-9.74,2.442,Hip Hop,1
Broken Halos,Chris Stapleton,Chris Stapleton,contemporary country;outlaw country,79,2017,0.613,0.564,0.538,0.134,1.65e-06,0.0251,78.388,-7.085,3.0151,Country,2
For the Last Time,$uicideboy$,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,78,2017,0.844,0.533,0.23,0.0735,3.46e-06,0.552,140.078,-9.612,2.60135,Hip Hop,1
When It Rains It Pours,Luke Combs,Luke Combs,contemporary country;country,84,2017,0.551,0.801,0.625,0.013,6.03e-06,0.0303,128.027,-5.069,4.012666666666667,Country,2
Broken Clocks,SZA,SZA,pop;r&b;rap,81,2017,0.692,0.684,0.406,0.131,0.0,0.155,112.912,-7.364,3.854216666666667,R&B,1
Ric Flair Drip (with Metro Boomin),Offset;Metro Boomin,Offset,atl hip hop;pop rap;rap;trap,85,2017,0.88,0.428,0.333,0.149,5.05e-05,0.206,100.007,-8.28,2.88,Hip Hop,1
Young Dumb & Broke,Khalid,Khalid,pop;pop r&b,82,2017,0.799,0.539,0.394,0.199,1.66e-05,0.0421,136.948,-6.351,3.375766666666667,R&B,2
Everybody Dies In Their Nightmares,XXXTENTACION,XXXTENTACION,emo rap;miami hip hop,84,2017,0.734,0.57,0.689,0.847,2.14e-05,0.133,129.953,-7.066,1.5911,Hip Hop,0
See You Again (feat. Kali Uchis),"Tyler, The Creator;Kali Uchis","Tyler, The Creator",hip hop;rap,93,2017,0.558,0.559,0.62,0.371,7.49e-06,0.0959,78.558,-9.222,3.006433333333333,Hip Hop,0
Look What You Made Me Do,Taylor Swift,Taylor Swift,pop,86,2017,0.766,0.709,0.506,0.204,1.41e-05,0.123,128.07,-6.471,3.530883333333333,Pop,1
Magnolia,Playboi Carti,Playboi Carti,atl hip hop;plugg;pluggnb;rage rap;rap,82,2017,0.791,0.582,0.443,0.0114,0.0,0.286,162.991,-7.323,3.0302,Hip Hop,1
Don’t Blame Me,Taylor Swift,Taylor Swift,pop,91,2017,0.615,0.534,0.193,0.106,1.76e-05,0.0386,135.917,-6.719,3.940216666666667,Pop,2
Gorgeous,Taylor Swift,Taylor Swift,pop,85,2017,0.8,0.535,0.451,0.0713,9.48e-06,0.135,92.027,-6.684,3.494666666666667,Pop,1
Feathered Indians,Tyler Childers,Tyler Childers,kentucky indie;kentucky roots;outlaw country,82,2017,0.536,0.574,0.877,0.75,0.00277,0.0254,87.194,-6.705,3.7491,Country,0
Revenge,XXXTENTACION,XXXTENTACION,emo rap;miami hip hop,87,2017,0.746,0.251,0.18,0.782,0.00203,0.259,139.999,-16.169,2.000433333333334,Hip Hop,0
Love Is Only a Feeling,Joey Bada$$,Joey Bada$$,conscious hip hop;hip hop;rap,81,2017,0.629,0.676,0.497,0.53,0.000325,0.191,90.377,-7.088,2.534016666666667,Hip Hop,1
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink;Brent Faiyaz;Shy Glizzy,GoldLink,alternative r&b,79,2017,0.728,0.607,0.445,0.133,0.0,0.132,129.938,-8.417,2.945033333333333,R&B,1
XO Tour Llif3,Lil Uzi Vert,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,83,2017,0.732,0.75,0.401,0.00264,0.0,0.231,155.096,-6.366,3.0451,Hip Hop,1
Dandelions,Ruth B.,Ruth B.,alt z;canadian contemporary r&b;canadian pop;pop,90,2017,0.609,0.692,0.454,0.0157,0.0,0.0259,116.959,-2.958,3.895333333333333,R&B,2
HUMBLE.,Kendrick Lamar,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,86,2017,0.908,0.621,0.421,0.000282,5.39e-05,0.102,150.011,-6.638,2.95,Hip Hop,1
...Ready For It?,Taylor Swift,Taylor Swift,pop,85,2017,0.613,0.764,0.417,0.0527,0.0,0.136,160.015,-6.509,3.469766666666667,Pop,2
Freestyle,Lil Baby,Lil Baby,atl hip hop;atl trap;rap;trap,84,2017,0.877,0.517,0.255,0.217,0.0,0.0706,119.996,-5.426,2.700883333333334,Hip Hop,1
20 Min,Lil Uzi Vert,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,84,2017,0.773,0.75,0.783,0.109,0.0,0.117,123.426,-4.009,3.676433333333333,Hip Hop,2
Solo,Future,Future,atl hip hop;hip hop;rap;southern hip hop;trap,82,2017,0.784,0.486,0.0894,0.0538,0.497,0.0475,110.964,-6.497,4.433266666666666,Hip Hop,3
Dress,Taylor Swift,Taylor Swift,pop,82,2017,0.719,0.469,0.0851,0.0329,0.0,0.0533,120.085,-8.792,3.83955,Pop,0
LOVE. FEAT. ZACARI.,Kendrick Lamar;Zacari,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,85,2017,0.8,0.585,0.779,0.264,0.0,0.0924,126.058,-7.343,3.556666666666667,Hip Hop,1
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert;Oh Wonder,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,82,2017,0.703,0.757,0.696,0.617,0.0,0.05,82.008,-3.612,3.695766666666667,Hip Hop,2
Hurricane,Luke Combs,Luke Combs,contemporary country;country,80,2017,0.464,0.813,0.515,0.0153,0.0,0.0416,75.977,-6.185,3.708883333333334,Country,2
Teenage Fever,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,83,2017,0.766,0.283,0.144,0.111,0.0172,0.0846,97.04,-10.33,3.661533333333333,Hip Hop,0
I Did Something Bad,Taylor Swift,Taylor Swift,pop,83,2017,0.696,0.602,0.305,0.0679,2.11e-05,0.159,82.989,-6.156,3.970883333333334,Pop,1
DNA.,Kendrick Lamar,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,81,2017,0.638,0.523,0.422,0.00454,0.0,0.357,139.913,-6.664,3.0991,Hip Hop,1
Jocelyn Flores,XXXTENTACION,XXXTENTACION,emo rap;miami hip hop,84,2017,0.872,0.391,0.437,0.469,4.13e-06,0.242,134.021,-9.144,1.98555,Hip Hop,1
Delicate,Taylor Swift,Taylor Swift,pop,87,2017,0.75,0.404,0.0499,0.216,0.000357,0.0682,95.045,-10.178,3.870883333333333,Pop,0
PRIDE.,Kendrick Lamar,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,85,2017,0.665,0.535,0.37,0.0786,1.68e-05,0.0572,138.842,-7.056,4.58755,Hip Hop,2
Lady May,Tyler Childers,Tyler Childers,kentucky indie;kentucky roots;outlaw country,80,2017,0.539,0.16,0.322,0.881,0.000268,0.0329,81.446,-13.285,3.058883333333333,Country,0
Sativa,Jhené Aiko;Swae Lee,Jhené Aiko,r&b,78,2017,0.741,0.61,0.72,0.316,0.0,0.0511,125.99,-7.34,4.616,R&B,2
Sign of the Times,Harry Styles,Harry Styles,pop,85,2017,0.516,0.595,0.222,0.0275,0.0,0.0313,119.972,-4.63,5.678433333333333,Pop,2
King Of My Heart,Taylor Swift,Taylor Swift,pop,81,2017,0.675,0.703,0.314,0.00882,2.21e-06,0.0382,110.01,-7.902,3.572,Pop,2
The Weekend,SZA,SZA,pop;r&b;rap,77,2017,0.4,0.366,0.161,0.242,0.0,0.0597,73.313,-9.405,4.536433333333333,R&B,0
Location,Khalid,Khalid,pop;pop r&b,79,2017,0.736,0.449,0.326,0.33,0.000162,0.425,80.126,-11.462,3.651333333333334,R&B,1
This Is Why We Can't Have Nice Things,Taylor Swift,Taylor Swift,pop,79,2017,0.567,0.789,0.438,0.0156,0.0,0.115,163.96,-5.986,3.452216666666667,Pop,2
Unforgettable,French Montana;Swae Lee,French Montana,hip hop;pop rap;rap;southern hip hop;trap,86,2017,0.726,0.769,0.733,0.0293,0.0101,0.123,97.985,-5.043,3.89835,Hip Hop,1
Swim,Chase Atlantic,Chase Atlantic,alternative r&b,84,2017,0.666,0.542,0.0771,0.27,0.0,0.0392,120.134,-6.429,3.8131,R&B,0
Call It What You Want,Taylor Swift,Taylor Swift,pop,82,2017,0.598,0.504,0.252,0.186,0.000221,0.0731,163.954,-9.874,3.391766666666667,Pop,0
I Don't Wanna Do This Anymore,XXXTENTACION,XXXTENTACION,emo rap;miami hip hop,78,2017,0.433,0.778,0.764,0.843,0.0,0.041,114.208,-7.681,1.459333333333333,Hip Hop,0
Chanel,Frank Ocean,Frank Ocean,lgbtq+ hip hop;neo soul,78,2017,0.776,0.503,0.473,0.874,0.0,0.237,110.134,-5.732,3.50475,Hip Hop,0
8TEEN,Khalid,Khalid,pop;pop r&b,77,2017,0.83,0.585,0.642,0.225,0.00209,0.0366,105.03,-5.802,3.81,R&B,1
Dancing With Our Hands Tied,Taylor Swift,Taylor Swift,pop,79,2017,0.624,0.691,0.284,0.0604,1.1e-05,0.196,160.024,-6.686,3.5251,Pop,2
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar;Rihanna,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,79,2017,0.658,0.535,0.419,0.0265,0.0,0.0573,110.684,-8.983,3.789333333333333,Hip Hop,2
One Number Away,Luke Combs,Luke Combs,contemporary country;country,78,2017,0.544,0.781,0.527,0.00585,0.0,0.0311,144.075,-6.16,3.696666666666667,Country,2
End Game,Taylor Swift;Ed Sheeran;Future,Taylor Swift,pop,81,2017,0.649,0.589,0.151,0.00845,0.0,0.0558,159.073,-6.237,4.080433333333334,Pop,2
Nose On The Grindstone (OurVinyl Sessions),Tyler Childers;OurVinyl,Tyler Childers,kentucky indie;kentucky roots;outlaw country,77,2017,0.488,0.284,0.398,0.735,0.0,0.0551,149.952,-11.039,3.4,Country,0
Rumor,Lee Brice,Lee Brice,contemporary country;country;country road;modern country rock,75,2017,0.655,0.56,0.599,0.749,0.0,0.0486,140.975,-6.857,3.307333333333333,Country,0
Look At Me!,XXXTENTACION,XXXTENTACION,emo rap;miami hip hop,83,2017,0.763,0.726,0.349,0.259,0.0,0.282,139.059,-6.405,2.10575,Hip Hop,1
Love Galore (feat. Travis Scott),SZA;Travis Scott,SZA,pop;r&b;rap,79,2017,0.795,0.594,0.409,0.112,0.0,0.0748,135.002,-6.2,4.584666666666666,R&B,2
Fishing In The Dark,Nitty Gritty Dirt Band,Nitty Gritty Dirt Band,country rock;heartland rock,75,2017,0.765,0.494,0.91,0.31,0.0,0.0377,77.724,-7.348,3.366433333333333,Country,1
Mask Off,Future,Future,atl hip hop;hip hop;rap;southern hip hop;trap,83,2017,0.833,0.434,0.281,0.0102,0.0219,0.431,150.062,-8.795,3.41,Hip Hop,1
Whitehouse Road,Tyler Childers,Tyler Childers,kentucky indie;kentucky roots;outlaw country,74,2017,0.607,0.739,0.875,0.114,0.000234,0.0274,84.467,-5.503,4.679766666666667,Country,2
Do Not Disturb,Drake,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,78,2017,0.618,0.693,0.454,0.246,0.0,0.45,170.982,-5.943,4.725833333333333,Hip Hop,1
In Case You Didn't Know,Brett Young,Brett Young,contemporary country;country;country road,77,2017,0.607,0.536,0.434,0.386,0.0,0.0305,147.986,-7.306,3.74755,Country,0
Heaven,Kane Brown,Kane Brown,black americana;contemporary country;country;country road,75,2017,0.677,0.556,0.521,0.263,0.0,0.0306,80.006,-6.544,2.991766666666666,Country,2
Follow You To Virgie (OurVinyl Sessions),Tyler Childers;OurVinyl,Tyler Childers,kentucky indie;kentucky roots;outlaw country,75,2017,0.566,0.325,0.511,0.732,0.0,0.0439,78.822,-8.819,3.366666666666667,Country,0
Best Part (feat. H.E.R.),Daniel Caesar;H.E.R.,Daniel Caesar,canadian contemporary r&b,84,2017,0.524,0.364,0.436,0.808,0.0,0.0367,75.24,-10.209,3.497183333333334,R&B,0
Bank Account,21 Savage,21 Savage,atl hip hop;hip hop;rap;trap,79,2017,0.884,0.347,0.376,0.015,7e-06,0.35,75.016,-8.227,3.671766666666667,Hip Hop,1
Let You Down,NF,NF,hip hop;pop rap,82,2017,0.662,0.714,0.464,0.312,0.0,0.121,147.997,-5.68,3.535333333333333,Hip Hop,2
Losin Control,Russ,Russ,hawaiian hip hop;pop rap,76,2017,0.759,0.245,0.209,0.515,0.000154,0.138,96.992,-6.545,3.958433333333333,Hip Hop,0
Drip or Drown,Gunna,Gunna,atl hip hop;melodic rap;rap;trap,76,2017,0.952,0.478,0.568,0.774,0.0,0.361,118.008,-8.52,2.1028,Hip Hop,1
your favorite dress,Lil Peep;Lil Tracy,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,77,2017,0.494,0.628,0.101,0.0814,0.0,0.0541,129.966,-7.615,2.956433333333333,Hip Hop,2
New Year’s Day,Taylor Swift,Taylor Swift,pop,77,2017,0.661,0.151,0.23,0.921,0.0,0.0354,94.922,-12.864,3.924433333333333,Pop,0
Sky Walker (feat. Travis Scott),Miguel;Travis Scott,Miguel,r&b,74,2017,0.674,0.506,0.183,0.173,0.0,0.0434,145.965,-10.532,4.322216666666667,R&B,0
From The D To The A (feat. Lil Yachty),Tee Grizzley;Lil Yachty,Tee Grizzley,detroit hip hop;detroit trap;rap;southern hip hop;trap,72,2017,0.851,0.625,0.668,0.195,0.0,0.303,99.061,-5.417,2.644733333333333,Hip Hop,1
Tunnel Vision,Kodak Black,Kodak Black,florida drill;florida rap;melodic rap;miami hip hop;rap;trap;trap latino,75,2017,0.497,0.489,0.231,0.0576,9.91e-05,0.294,171.853,-7.724,4.469766666666667,Hip Hop,2
